title,release_date,genres,original_language,vote_average,vote_count,popularity,budget,production_companies,revenue,runtime,profit
Winnie the Pooh,2011-04-06,"['Animation', 'Family', 'Adventure']",English,6.9,752,13.202,30000000,"['Walt Disney Animation Studios', 'Walt Disney Pictures']",14460000,63,-15540000
Balto II: Wolf Quest,2002-02-19,"['Family', 'Animation', 'Adventure']",English,6.3,475,13.7,0,['Universal Pictures'],0,75,0
Asterix and the Vikings,2006-04-05,"['Family', 'Animation', 'Comedy', 'Adventure']",French,6.1,613,13.2,0,"['M6 Studio', 'M6', 'A. Film Production', 'TPS Star']",22501596,78,22501596
Awake,2007-11-28,"['Thriller', 'Crime', 'Mystery']",English,6.5,1207,13.45,86000000,"['The Weinstein Company', 'Open City Films', 'GreeneStreet Films', 'Metro-Goldwyn-Mayer']",14373825,84,-71626175
Downfall: The Case Against Boeing,2022-02-09,['Documentary'],English,7.2,132,15.489,0,"['Imagine Documentaries', 'Moxie Firecracker Films']",0,89,0
Animal Crackers,2017-06-23,"['Comedy', 'Animation', 'Adventure']",English,6.3,163,16.905,17000000,"['Blue Dream Studios', 'Beijing Wen Hua Dong Run Investment', 'China Film Group Corporation']",13285512,105,-3714488
Company of Heroes,2013-02-25,"['Action', 'Drama', 'War']",English,5.3,130,16.151,0,['Destination Films'],0,100,0
Violence in a Women's Prison,1982-09-09,"['Action', 'Thriller']",Italian,5.6,43,17.237,0,"['Les Films Jacques Leitienne', 'Beatrice Film']",0,99,0
Little Women,1994-12-21,"['Drama', 'Romance']",English,7.3,1091,18.197,18000000,['Columbia Pictures'],50083616,115,32083616
The Invisible Guardian,2017-03-03,['Thriller'],Spanish,6.5,596,13.954,5000000,"['ARTE', 'Nostromo Pictures', 'Atresmedia', 'ZDF']",0,129,-5000000
Another Egg and Chicken Movie,2009-04-20,"['Animation', 'Comedy', 'Adventure']",Spanish,7.6,157,10.949,1900000,"['Grupo Financiero Inbursa', 'Fondo de Inversión y Estímulos al Cine (FIDECINE)', 'Cinépolis Producciones', 'Huevocartoon Producciones']",8600000,100,6700000
Zoom,2006-08-11,"['Family', 'Comedy', 'Adventure', 'Action', 'Science Fiction']",English,5.4,545,13.698,75600000,"['Revolution Studios', 'Team Todd', 'Boxing Cat Films', 'Columbia Pictures', 'Sony Pictures']",12506188,83,-63093812
Kung Pow: Enter the Fist,2002-01-25,"['Comedy', 'Action']",English,6.3,545,15.197,0,"['O Entertainment', '20th Century Fox']",0,81,0
Hudson Hawk,1991-05-23,"['Action', 'Adventure', 'Comedy']",English,5.7,853,14.446,65000000,"['TriStar Pictures', 'Silver Pictures']",17218080,100,-47781920
Typhoon Noruda,2015-06-05,"['Science Fiction', 'Animation']",Japanese,6.4,38,16.84,0,['Studio Colorido'],0,27,0
Hereafter,2010-10-22,"['Drama', 'Fantasy']",English,6.0,1454,12.698,50000000,"['Malpaso Productions', 'Amblin Entertainment', 'The Kennedy/Marshall Company']",106956330,129,56956330
The Crush,1993-04-02,"['Drama', 'Thriller']",English,6.5,418,18.645,6000000,"['Morgan Creek Productions', 'Warner Bros. Pictures']",13609396,89,7609396
Blue Exorcist: The Movie,2012-12-28,"['Animation', 'Fantasy', 'Mystery', 'Horror', 'Action']",Japanese,7.3,124,15.699,0,"['A-1 Pictures', 'Aniplex', 'Shueisha', 'MBS', 'movic', 'dentsu', 'TOHO', 'TBS', 'Bandai', 'Bandai Namco Games']",0,88,0
Cashback,2006-05-09,"['Drama', 'Comedy', 'Romance']",English,7.0,1060,15.898,0,"['Left Turn Films', 'Lipsync Productions', 'Ugly Duckling Films']",2294291,102,2294291
Far and Away,1992-05-22,"['Adventure', 'Drama', 'Romance', 'Western']",English,6.7,1069,15.693,60000000,"['Imagine Entertainment', 'Universal Pictures']",137783840,140,77783840
Abduction,2011-09-22,"['Thriller', 'Action', 'Mystery']",English,5.9,2674,14.446,35000000,"['Vertigo Entertainment', 'Gotham Group', 'Tailor Made', 'Mango Farms', 'Quick Six Entertainment', 'Lionsgate']",82087155,106,47087155
White Fang,1991-01-18,"['Action', 'Adventure', 'Drama', 'Family']",English,6.7,526,16.943,14000000,"['Walt Disney Pictures', 'Silver Screen Partners IV', 'Hybrid Productions Inc.']",34793160,107,20793160
Rosaline,2022-10-11,"['Comedy', 'Romance']",English,7.2,214,16.283,0,"['21 Laps Entertainment', '20th Century Studios']",0,96,0
Swingers,2020-08-24,['Documentary'],English,4.5,2,14.52,0,['Channel 4 Television'],0,47,0
Dirty Sexy Saint,2019-12-08,"['Romance', 'Drama', 'Comedy']",English,6.5,45,14.806,0,['PassionFlix'],0,104,0
Munto,2003-03-18,"['Fantasy', 'Science Fiction', 'Animation', 'Romance']",Japanese,5.4,4,15.812,0,['Kyoto Animation'],0,54,0
I Know What You Did Last Summer,1997-10-17,"['Horror', 'Thriller', 'Mystery']",English,5.9,2410,20.692,17000000,"['Summer Knowledge LLC', 'Mandalay Entertainment', 'Columbia Pictures']",125586134,101,108586134
Once In The Desert,2022-02-17,"['War', 'Drama']",Russian,7.5,20,13.083,0,['Rock Films'],0,121,0
Letters from Iwo Jima,2006-12-19,"['Action', 'Drama', 'War']",English,7.5,1779,17.643,19000000,"['DreamWorks Pictures', 'Warner Bros. Pictures', 'Amblin Entertainment', 'Malpaso Productions']",68673228,141,49673228
The Wedding Singer,1998-02-13,"['Romance', 'Comedy']",English,6.8,1518,19.241,18000000,"['Robert Simonds Productions', 'Juno Pix', 'New Line Cinema']",123306987,100,105306987
"I, Tonya",2017-12-08,['Drama'],English,7.5,5228,17.047,11000000,"['LuckyChap Entertainment', 'Clubhouse Pictures']",53939297,120,42939297
Battle for Sevastopol,2015-04-02,"['War', 'Drama', 'Romance']",Russian,7.4,386,18.444,5000000,['Kinorob'],0,110,-5000000
Scooby-Doo and the Alien Invaders,2000-10-03,"['Animation', 'Family', 'Comedy', 'Mystery', 'Science Fiction']",English,7.1,318,10.69,0,['Hanna-Barbera Productions'],0,74,0
The American,2010-08-31,"['Crime', 'Drama', 'Thriller']",English,5.9,1188,15.442,20000000,"['Twins Financing', 'This Is That Productions', 'Focus Features', 'Greenlit Rights', 'Smoke House Pictures']",67876281,104,47876281
Dazed and Confused,1993-09-24,['Comedy'],English,7.3,1759,14.439,69000000,"['Gramercy Pictures', 'Alphaville Productions']",7993039,102,-61006961
Occupation: Rainfall,2021-10-15,"['Science Fiction', 'Action']",English,6.3,125,15.722,25000000,"['Sparke Films', 'Saban Films', 'Film Mode Entertainment', 'Monster Pictures']",331091,128,-24668909
Rounders,1998-09-11,"['Drama', 'Crime']",English,7.0,1496,15.939,12000000,"['Miramax', 'Spanky Pictures']",22921898,121,10921898
Ghost Town,2008-09-19,"['Drama', 'Comedy', 'Fantasy']",English,6.5,846,14.189,20000000,"['Spyglass Entertainment', 'Pariah', 'DreamWorks Pictures']",27090159,102,7090159
HK: Hentai Kamen 2 - Abnormal Crisis,2016-05-14,"['Action', 'Comedy']",Japanese,6.4,54,16.312,0,['Toei Company'],0,118,0
Independence Daysaster,2013-06-27,"['Action', 'Science Fiction']",English,4.5,69,15.01,1800000,['Independence Day Productions'],0,86,-1800000
Rogue,2007-11-08,"['Action', 'Horror', 'Thriller']",English,6.4,561,16.438,20000000,"['Dimension Films', 'Village Roadshow Pictures', 'Emu Creek Pictures']",4609644,99,-15390356
Secret Things,2002-10-16,['Drama'],French,5.8,76,14.717,0,"[""Les Aventuriers de l'Image"", 'CNC', 'La Sorcière Rouge']",105090,115,105090
Lady Macbeth,2016-12-12,['Drama'],English,6.6,665,15.392,0,"['iFeatures', 'Sixty Six Pictures', 'BBC Film', 'BFI', 'Creative England', 'Oldgarth Media']",5245263,86,5245263
Creature from the Black Lagoon,1954-03-05,"['Adventure', 'Horror', 'Science Fiction']",English,6.9,648,15.186,0,['Universal International Pictures'],1300000,79,1300000
Adore,2013-04-03,['Drama'],English,6.1,877,15.189,16000000,"['Gaumont', 'Screen Australia', 'Ciné-@', 'Hopscotch Features', 'Mon Voisin Productions', 'Screen NSW', 'Canal+', 'France 2 Cinéma', 'France Télévisions']",1575749,100,-14424251
Spotlight,2015-11-06,"['Drama', 'History']",English,7.8,7593,18.491,20000000,"['Participant', 'Anonymous Content', 'Rocklin / Faust', 'First Look Media', 'Open Road Films', 'Entertainment One', 'Topic Studios', 'Seville International']",98690254,129,78690254
My Octopus Teacher,2020-09-04,['Documentary'],English,7.9,751,13.952,0,"['The Sea Change Project', 'Off the Fence']",0,85,0
Them!,1954-06-16,"['Science Fiction', 'Horror']",English,6.9,351,10.935,23000000,['Warner Bros. Pictures'],0,94,-23000000
Eraserhead,1977-03-19,"['Fantasy', 'Horror']",English,7.4,2107,12.434,100000,['American Film Institute (AFI)'],7000000,89,6900000
Echelon Conspiracy,2009-02-27,"['Action', 'Thriller']",English,6.3,404,13.186,0,"['Dark Castle Entertainment', 'Mobicom Entertainment', 'Zinc Entertainment Inc.']",2186782,105,2186782
Sword of the Stranger,2007-09-29,"['Action', 'Animation', 'History']",Japanese,7.6,340,17.936,0,['BONES'],0,103,0
Along Came Polly,2004-01-16,"['Comedy', 'Romance']",English,6.0,2578,18.084,42000000,['Jersey Films'],178311729,90,136311729
Before Sunset,2004-02-10,"['Drama', 'Romance']",English,7.8,2943,16.184,2700000,"['Warner Independent Pictures (WIP)', 'Castle Rock Entertainment', 'Detour Filmproduction']",15992615,80,13292615
Things Heard & Seen,2021-04-29,['Horror'],English,5.8,809,15.208,0,['Likely Story'],0,121,0
Shanghai Triad,1995-09-14,"['Drama', 'Crime']",Chinese,6.8,71,13.813,2300000,"['Alpha Films', 'La Sept Cinéma', 'UGC', 'Shanghai Film Studios']",0,108,-2300000
Married by Mistake,2023-03-05,"['TV Movie', 'Comedy', 'Romance', 'Drama']",English,6.1,14,12.15,0,"['All Canadian Entertainment', 'Motion Picture Corporation of America', 'Brad Krevoy Television']",0,88,0
On a Magical Night,2019-10-09,"['Comedy', 'Drama']",French,6.3,222,18.445,0,"['Les Films Pelléas', 'K-Tiousha', 'Bidibul Productions', 'France 2 Cinéma', 'SCOPE Pictures']",0,88,0
Troll Hunter,2010-10-29,"['Fantasy', 'Horror']",Norwegian Bokmal,6.7,1399,16.935,3500000,"['Filmkameratene', 'FilmFondet Fuzz', 'SF Norge']",4159678,103,659678
Gone Baby Gone,2007-06-06,"['Crime', 'Drama', 'Mystery']",English,7.3,3281,18.683,19000000,"['Miramax', 'The Ladd Company']",34619699,113,15619699
Missing Link,2019-04-04,"['Family', 'Animation', 'Comedy', 'Adventure', 'Fantasy']",English,7.0,745,11.942,100000000,"['Laika Entertainment', 'Annapurna Pictures']",26565710,95,-73434290
Ophelia,2019-06-28,"['Drama', 'Romance', 'History']",English,7.3,476,15.442,12000000,"['Bobker / Kruger Films', 'Covert Media', 'Forthcoming Films', 'Bert Marcus Film']",242115,114,-11757885
Scooby-Doo! Frankencreepy,2014-08-19,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Mystery', 'Science Fiction']",English,7.8,171,13.185,0,"['Warner Bros. Animation', 'Hanna-Barbera Productions']",0,74,0
Jackass 3D,2010-10-15,"['Comedy', 'Documentary', 'Action']",English,6.6,1217,14.683,20000000,"['MTV Films', 'Dickhouse Productions', 'Paramount']",117224271,99,97224271
An Extremely Goofy Movie,2000-02-29,"['Animation', 'Family', 'Comedy']",English,6.4,532,17.431,0,['Disney Television Animation'],0,79,0
Bulbbul,2020-06-24,"['Horror', 'Fantasy']",Hindi,6.7,103,11.947,0,['Clean Slate Films'],0,94,0
Raw,2016-11-11,"['Drama', 'Horror']",French,7.1,2842,18.436,3500000,"['Wild Bunch', 'Rouge International', 'BeTV', 'Frakas Productions', 'RTBF', 'Petit Film', 'VOO', 'Ezekiel Film Production']",4100000,99,600000
Alive,1993-01-15,"['Adventure', 'Drama', 'Thriller']",English,6.9,1252,16.929,32000000,"['Touchstone Pictures', 'Film Andes S.A.', 'The Kennedy/Marshall Company', 'Paramount']",36733909,127,4733909
"Good Morning, Vietnam",1987-12-23,"['Comedy', 'Drama', 'War']",English,7.3,2329,14.379,13000000,"['Touchstone Pictures', 'Silver Screen Partners III']",123922370,121,110922370
Knocked Up,2007-06-01,"['Comedy', 'Romance', 'Drama']",English,6.3,3556,15.681,30000000,"['Apatow Productions', 'Universal Pictures']",219922417,129,189922417
Singin' in the Rain,1952-04-09,"['Comedy', 'Music', 'Romance', 'Drama']",English,8.2,2735,18.128,2540800,['Metro-Goldwyn-Mayer'],7200000,103,4659200
Redline,2010-05-27,"['Animation', 'Action', 'Science Fiction']",Japanese,7.5,344,13.68,0,"['Tohokushinsha Film Corporation', 'Madhouse']",0,102,0
The Monkey King: Reborn,2021-04-02,"['Animation', 'Action', 'Fantasy', 'Family']",Chinese,7.1,259,14.451,20000000,"['星皓影业有限公司', 'CULTZONE Studios', 'CULTZONE Filmes']",13000000,95,-7000000
We Bought a Zoo,2011-12-08,"['Drama', 'Comedy', 'Family']",English,6.8,2434,13.679,50000000,"['Dune Entertainment', 'Estrella Media', 'Vinyl Films', '20th Century Fox']",120081841,124,70081841
The Fear of God: 25 Years of The Exorcist,1998-06-13,"['Documentary', 'TV Movie']",English,7.2,20,11.527,0,['BBC'],0,74,0
Momentum,2015-10-15,"['Action', 'Crime', 'Thriller']",English,5.7,474,16.182,20000000,"['Thaba Media', 'UFA', 'Azari Media']",133332,96,-19866668
Khumba,2013-07-18,"['Animation', 'Adventure', 'Family']",English,6.0,226,18.13,20000000,['Triggerfish'],27187375,85,7187375
Match Point,2005-10-26,"['Drama', 'Thriller', 'Crime', 'Romance']",English,7.4,3670,14.078,15000000,"['DreamWorks Pictures', 'BBC Film']",85306374,124,70306374
Do You Believe?,2015-03-20,"['Fantasy', 'Drama']",English,6.5,121,18.38,0,"['Toy Gun Films', 'Believe Entertainment', '10 West Studios', 'Pure Flix Entertainment']",0,115,0
2-Headed Shark Attack,2012-06-26,"['Horror', 'Action', 'Thriller', 'Science Fiction']",English,4.4,238,11.927,0,['The Asylum'],0,90,0
Crimson Rivers II: Angels of the Apocalypse,2004-02-18,"['Action', 'Thriller', 'Crime']",French,6.1,619,17.925,0,"['Studio Légende', 'Filmauro', 'Epica Ltd.', 'Canal+', 'TF1 Films Production', 'EuropaCorp']",40152148,97,40152148
Pretty in Pink,1986-02-28,"['Comedy', 'Romance', 'Drama']",English,6.8,972,15.924,9000000,['Paramount'],40471663,97,31471663
On the Fringe,2022-10-07,['Drama'],Spanish,7.1,44,12.834,0,"['Morena Films', 'Panache Productions', 'La Compagnie Cinématographique', 'VOO', 'BeTV', 'Proximus', 'TVE', 'TeleMadrid']",0,103,0
Fright Night,2011-08-18,"['Horror', 'Comedy']",English,6.2,1728,17.877,30000000,"['Gaeta / Rosenzweig Films', 'DreamWorks Pictures', 'Michael De Luca Productions', 'Reliance Entertainment']",41002607,106,11002607
Car Wash,1976-10-22,['Comedy'],English,5.9,86,11.753,0,['Universal Pictures'],0,97,0
The Gift,2000-03-16,"['Horror', 'Drama', 'Thriller', 'Mystery']",English,6.4,1018,15.674,10000000,"['Lakeshore Entertainment', 'Alphaville Films']",12008642,112,2008642
The Good Doctor,2011-04-23,"['Drama', 'Thriller', 'Mystery']",English,6.2,214,14.176,6000000,"['Viddywell', 'Code Red']",5206,93,-5994794
A Fish Called Wanda,1988-07-15,"['Comedy', 'Crime']",English,7.2,1861,15.923,7500000,"['Prominent Features', 'Metro-Goldwyn-Mayer', 'Fish Productions']",62493712,109,54993712
The Time Machine,1960-05-25,"['Thriller', 'Adventure', 'Fantasy', 'Science Fiction', 'Romance']",English,7.4,697,14.374,750000,"['Galaxy Films Inc.', 'George Pal Productions', 'Metro-Goldwyn-Mayer']",0,103,-750000
Fiona,2022-10-26,['Horror'],English,7.0,4,14.64,0,['Locust Garden Pictures'],0,4,0
Moonshot,2022-05-05,"['Comedy', 'Romance', 'Science Fiction']",English,7.0,106,17.222,0,"['Entertainment 360', 'Berlanti Productions', 'New Line Cinema']",0,104,0
Death on the Nile,1978-09-29,['Mystery'],English,7.1,651,13.671,7920000,"['Mersham Productions', 'EMI Films', 'Agatha Christie Limited']",14560084,140,6640084
Welcome to the Jungle,2013-04-27,['Comedy'],English,5.1,369,17.425,3500000,"['Private Island Trax', 'The Salt Company International', 'Pimienta', '120dB Films', 'Stun Creative']",0,95,-3500000
Flesh + Blood,1985-08-30,"['Adventure', 'Drama']",English,6.5,305,16.67,6500000,"['Impala', 'Riverside Pictures']",0,126,-6500000
Jacob's Ladder,1990-11-02,"['Drama', 'Mystery', 'Horror']",English,7.4,1367,14.82,25000000,"['TriStar Pictures', 'Carolco Pictures']",26118851,113,1118851
Pusher,1996-08-30,"['Action', 'Crime', 'Drama', 'Thriller']",Danish,7.0,626,14.67,965000,['Balboa Entertainment'],0,105,-965000
Stutz,2022-11-14,['Documentary'],English,7.7,117,16.278,0,"['Strong Baby Productions', 'Fishbowl Films', 'Diamond Docs', 'Valentine']",0,96,0
Candyman,1992-10-16,"['Drama', 'Horror', 'Thriller']",English,6.6,1360,18.419,6000000,"['Propaganda Films', 'PolyGram Filmed Entertainment', 'Candyman Films', 'TriStar Pictures']",25792310,100,19792310
Detective Conan: Haibara Ai Monogatari - Kurogane no Mystery Train,2023-01-06,"['TV Movie', 'Animation']",Japanese,5.0,3,22.576,0,"['TMS Entertainment', 'Yomiuri Telecasting Corporation', 'Shogakukan', 'TOHO']",0,90,0
Wild Indian,2021-09-03,"['Thriller', 'Crime', 'Drama']",English,5.7,36,13.279,20000000,"['Cinereach', 'Grey Hour Production Services', 'Pureplay Entertainment', 'Thunderbird Films']",0,90,-20000000
The Star,2017-11-15,"['Comedy', 'Adventure', 'Family', 'Fantasy', 'Animation']",English,6.3,473,15.426,10000000,"['Franklin Entertainment', 'Sony Pictures Animation', 'Columbia Pictures', 'The Jim Henson Company', 'Walden Media', 'Affirm Films']",0,86,-10000000
Rise of the Mummy,2021-04-03,"['Horror', 'Science Fiction']",English,5.4,37,13.302,0,['Jagged Edge Productions'],0,90,0
The Tale of Despereaux,2008-12-18,"['Adventure', 'Animation', 'Family']",English,6.0,807,16.67,60000000,['Larger Than Life Productions'],86947965,93,26947965
The Companions,2022-02-23,"['Comedy', 'Drama']",French,7.0,31,12.39,0,"['Soyouz Films', 'Wild Bunch', 'France 2 Cinéma', 'Umedia']",0,110,0
Freaks of Nature,2015-10-30,"['Science Fiction', 'Comedy', 'Horror']",English,6.2,483,13.423,0,"['Columbia Pictures', 'Sony Pictures']",70958,92,70958
A Year-End Medley,2021-12-29,"['Comedy', 'Romance', 'TV Movie']",Korean,7.1,132,10.454,0,"['Hive Media Corp', 'CJ ENM']",1906786,137,1906786
Spring Breakers,2013-01-24,"['Drama', 'Crime']",English,5.2,3542,16.62,5000000,"['Iconoclast', 'Rabbit Bandini Productions', 'Division Films', 'Muse Productions', ""O' Salvation"", 'MJZ', 'Pop Films', 'Radar Pictures']",31724284,94,26724284
Out of Africa,1985-12-20,"['History', 'Romance', 'Drama']",English,7.2,1200,15.666,31000000,"['Universal Pictures', 'Mirage Entertainment', 'Mirage Enterprises']",227514205,161,196514205
Django,1966-04-06,"['Action', 'Western']",Italian,7.2,775,15.917,0,"['Tecisa Film', 'B.R.C. Produzione Film']",17277,93,17277
Detective Conan: The Phantom of Baker Street,2002-04-20,"['Animation', 'Adventure', 'Mystery']",Japanese,7.6,162,14.667,0,"['TMS Entertainment', 'TOHO', 'Shogakukan Production', 'Yomiuri Telecasting Corporation', 'Nippon Television Network Corporation', 'Shogakukan']",0,107,0
Every Which Way but Loose,1978-12-16,"['Action', 'Comedy', 'Adventure', 'Romance', 'Drama']",English,6.2,387,13.666,5000000,"['Malpaso Productions', 'Warner Bros. Pictures']",85196485,110,80196485
What Happens in Vegas,2008-05-07,"['Comedy', 'Romance']",English,6.1,2721,17.668,35000000,"['Penn Station Entertainment', 'Regency Enterprises', '21 Laps Entertainment', 'Dune Entertainment III', 'Mosaic Media Group', '20th Century Fox', 'Monarchy Enterprises B.V.']",219375562,99,184375562
50/50,2011-09-30,"['Comedy', 'Drama']",English,7.2,3398,14.668,8000000,"['Summit Entertainment', 'Mandate Pictures', 'Point Grey Pictures', 'Mandate International']",39187783,100,31187783
Under Siege 2: Dark Territory,1995-07-13,"['Action', 'Thriller']",English,5.8,754,15.915,60000000,"['Regency Enterprises', 'Seagal/Nasso Productions', 'Cutting Edge Films', 'Warner Bros. Pictures', 'JVC']",104324083,100,44324083
Behind Enemy Lines,2001-11-30,"['Action', 'Drama', 'Thriller', 'War']",English,6.3,1252,17.666,40000000,"['Davis Entertainment', '20th Century Fox']",91753202,106,51753202
Vengeance,2022-07-29,"['Thriller', 'Mystery', 'Comedy']",English,6.7,211,19.382,0,"['Blumhouse Productions', 'Focus Features']",4225720,108,4225720
Every Day,2018-02-22,"['Fantasy', 'Romance']",English,7.2,2073,21.623,4900000,"['FilmWave', 'Likely Story', 'Silver Reel']",10421847,97,5521847
